"Time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","PI.x","loadInertia.w","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.stator.port_p.V_m.im","aimc.airGap.V_msr.re","aimc.is[2]","aimc.stator.core.Phi.im","aimc.stator.core.Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","aimc.is[1]","aimc.stator.port_p.V_m.re","aimc.airGap.V_msr.im"
4.5558991,1.1204754,110.14485,156.98959,0.37371123,-0.28512344,5.0931735,4.6756768,7.6600113,-1.2314169,1.3104928,1.3549829,715.46436,-6.7297306,-6.0908804,6.4169531
4.5559993,1.1204543,110.35605,156.98959,0.37403491,-0.28539568,4.8990321,4.6752462,7.5509267,-1.189644,1.348526,1.3549988,715.48004,-6.8824921,-6.2481394,6.4173074
4.5560989,1.1204332,110.56754,156.98958,0.37435716,-0.28566709,4.7000394,4.6748176,7.4343643,-1.1466972,1.3852284,1.3550149,715.49579,-7.0284405,-6.3992124,6.4176607
4.5561991,1.1204121,110.77936,156.98958,0.37467799,-0.2859377,4.4963923,4.6743898,7.3104405,-1.1026185,1.4205636,1.3550309,715.51147,-7.1674304,-6.5439491,6.4180131
4.5562992,1.1203909,110.99148,156.98956,0.37499735,-0.28620747,4.2882929,4.673964,7.1792774,-1.0574517,1.4544967,1.355047,715.52716,-7.2993255,-6.6822066,6.4183645
4.5563989,1.1203697,111.20392,156.98956,0.37531528,-0.28647643,4.0759473,4.6735392,7.0410051,-1.0112414,1.4869944,1.3550631,715.54285,-7.4239941,-6.8138485,6.4187155
4.556499,1.1203485,111.41667,156.98955,0.37563178,-0.28674459,3.8595653,4.6731157,6.8957601,-0.96403307,1.5180244,1.3550792,715.55853,-7.5413136,-6.9387441,6.4190655
4.5565991,1.1203272,111.62975,156.98953,0.37594685,-0.28701192,3.6393616,4.6726937,6.7436872,-0.91587341,1.5475563,1.3550953,715.57428,-7.6511679,-7.0567698,6.419415
4.5566993,1.120306,111.84315,156.98953,0.37626052,-0.28727844,3.4155545,4.6722736,6.5849361,-0.8668099,1.5755608,1.3551114,715.58997,-7.7534475,-7.1678095,6.4197636
4.5567989,1.1202848,112.05687,156.98952,0.37657279,-0.28754419,3.1883647,4.6718545,6.4196639,-0.81689095,1.6020103,1.3551275,715.60565,-7.848052,-7.2717524,6.4201117
4.5568991,1.1202636,112.27091,156.98952,0.37688366,-0.28780907,2.9580181,4.6714363,6.248035,-0.76616579,1.6268786,1.3551435,715.62134,-7.9348874,-7.3684959,6.4204583
4.5569992,1.1202422,112.4853,156.9895,0.37719315,-0.28807318,2.7247422,4.67102,6.070219,-0.71468461,1.6501415,1.3551598,715.63702,-8.0138683,-7.4579449,6.420805
4.5570989,1.1202209,112.7,156.9895,0.37750125,-0.28833649,2.4887681,4.6706052,5.8863921,-0.66249812,1.6717756,1.355176,715.65277,-8.0849152,-7.5400105,6.4211502
4.557199,1.1201996,112.91505,156.98949,0.377808,-0.28859895,2.2503293,4.6701913,5.6967354,-0.60965782,1.6917598,1.3551921,715.66846,-8.1479588,-7.6146111,6.421495
4.5572991,1.1201782,113.13043,156.98947,0.37811336,-0.28886068,2.0096619,4.6697788,5.5014381,-0.55621594,1.7100744,1.3552083,715.68414,-8.2029371,-7.6816735,6.4218392
4.5573993,1.1201569,113.34615,156.98947,0.37841737,-0.28912157,1.7670045,4.6693678,5.3006921,-0.50222516,1.7267013,1.3552245,715.69983,-8.249795,-7.7411313,6.4221821
4.5574989,1.1201355,113.56222,156.98946,0.37872005,-0.28938168,1.522597,4.6689577,5.0946975,-0.44773877,1.741624,1.3552407,715.71558,-8.2884865,-7.7929258,6.4225249
4.5575991,1.1201142,113.77863,156.98946,0.37902138,-0.28964102,1.2766813,4.6685495,4.883657,-0.39281052,1.7548279,1.355257,715.73126,-8.3189726,-7.8370056,6.4228663
4.5576992,1.1200927,113.99538,156.98944,0.3793214,-0.28989959,1.0295011,4.6681423,4.6677804,-0.3374947,1.7662997,1.3552732,715.74695,-8.3412247,-7.8733268,6.4232078
4.5577989,1.1200713,114.21248,156.98943,0.37962008,-0.29015738,0.78130084,4.6677365,4.4472809,-0.28184584,1.7760284,1.3552896,715.76263,-8.3552189,-7.901854,6.4235477
4.557899,1.1200498,114.42993,156.98943,0.37991744,-0.29041436,0.5323264,4.6673317,4.2223773,-0.22591886,1.7840043,1.3553058,715.77832,-8.3609428,-7.9225593,6.4238873
4.5579991,1.1200284,114.64774,156.98941,0.38021353,-0.29067057,0.28282413,4.6669288,3.9932916,-0.16976897,1.7902195,1.3553221,715.79407,-8.3583899,-7.9354215,6.4242263
4.5580993,1.1200069,114.86589,156.9894,0.38050833,-0.29092601,0.033041004,4.6665263,3.7602508,-0.11345161,1.794668,1.3553385,715.80975,-8.3475628,-7.9404283,6.4245639
4.5581989,1.1199855,115.0844,156.9894,0.38080183,-0.29118067,-0.2167757,4.6661258,3.5234857,-0.057022318,1.7973452,1.3553548,715.82544,-8.3284731,-7.9375749,6.4249015
4.5582991,1.119964,115.30328,156.98938,0.38109404,-0.29143459,-0.46637872,4.6657262,3.2832308,-0.00053681683,1.7982485,1.3553711,715.84113,-8.3011389,-7.9268641,6.4252381
4.5583992,1.1199424,115.52251,156.98936,0.38138503,-0.29168773,-0.71552098,4.6653275,3.0397234,0.055949166,1.7973771,1.3553874,715.85687,-8.2655869,-7.9083066,6.4255738
4.5584989,1.1199208,115.7421,156.98936,0.38167474,-0.29194012,-0.963956,4.6649303,2.7932048,0.11237987,1.7947319,1.3554038,715.87256,-8.2218533,-7.8819208,6.425909
4.558599,1.1198994,115.96206,156.98935,0.38196319,-0.2921918,-1.2114377,4.6645346,2.5439193,0.16869961,1.7903154,1.3554202,715.88824,-8.169981,-7.8477325,6.4262438
4.5586991,1.1198777,116.18239,156.98933,0.38225046,-0.29244271,-1.4577212,4.6641402,2.2921133,0.2248528,1.7841319,1.3554367,715.90393,-8.1100216,-7.8057766,6.4265771
4.5587993,1.1198561,116.40308,156.98932,0.38253647,-0.29269284,-1.7025629,4.6637464,2.0380359,0.28078401,1.7761877,1.355453,715.91962,-8.0420341,-7.7560935,6.4269104
4.5588989,1.1198345,116.62414,156.98932,0.38282126,-0.29294226,-1.9457203,4.6633544,1.781939,0.33643809,1.7664905,1.3554695,715.93536,-7.9660859,-7.6987333,6.4272428
4.5589991,1.119813,116.84557,156.9893,0.38310489,-0.29319093,-2.1869528,4.6629629,1.5240757,0.39176005,1.7550499,1.3554859,715.95105,-7.8822517,-7.6337523,6.4275742
4.5590992,1.1197913,117.06738,156.98929,0.3833873,-0.29343885,-2.4260216,4.6625729,1.2647015,0.4466953,1.7418772,1.3555024,715.96674,-7.7906156,-7.5612149,6.4279051
4.5591993,1.1197697,117.28956,156.98927,0.38366851,-0.29368606,-2.6626904,4.6621842,1.0040729,0.50118965,1.7269855,1.3555188,715.98242,-7.6912675,-7.4811931,6.4282355
4.559299,1.119748,117.51212,156.98926,0.38394859,-0.29393256,-2.8967245,4.6617966,0.74244785,0.55518937,1.7103893,1.3555354,715.99811,-7.5843053,-7.3937664,6.428565
4.5593991,1.1197263,117.73505,156.98926,0.38422748,-0.29417831,-3.1278925,4.6614099,0.48008537,0.60864103,1.6921052,1.3555518,716.01385,-7.4698358,-7.2990208,6.4288936
4.5594993,1.1197046,117.95837,156.98924,0.38450524,-0.2944234,-3.3559659,4.6610246,0.21724512,0.66149199,1.6721511,1.3555684,716.02954,-7.3479724,-7.1970506,6.4292221
4.5595989,1.1196829,118.18207,156.98923,0.38478184,-0.29466775,-3.5807185,4.6606402,-0.045812838,0.71369004,1.6505467,1.3555849,716.04523,-7.2188349,-7.0879564,6.4295497
4.5596991,1.1196611,118.40615,156.98921,0.38505733,-0.29491138,-3.8019283,4.6602569,-0.30882815,0.76518369,1.6273133,1.3556014,716.06091,-7.082551,-6.9718466,6.4298763
4.5597992,1.1196394,118.63062,156.9892,0.38533172,-0.29515433,-4.0193763,4.6598744,-0.57154047,0.81592214,1.602474,1.355618,716.07666,-6.9392567,-6.8488359,6.4302025
4.5598993,1.1196176,118.85547,156.98918,0.38560498,-0.29539657,-4.2328472,4.6594934,-0.83368987,0.86585528,1.5760531,1.3556346,716.09235,-6.789093,-6.7190456,6.4305282
4.559999,1.1195959,119.0807,156.98917,0.38587716,-0.29563811,-4.4421296,4.6591134,-1.0950168,0.9149338,1.5480769,1.3556511,716.10803,-6.6322083,-6.5826054,6.4308529
4.5600991,1.1195741,119.30633,156.98915,0.38614824,-0.29587898,-4.647017,4.6587343,-1.3552629,0.96310937,1.5185727,1.3556677,716.12372,-6.4687581,-6.4396491,6.4311771
4.5601993,1.1195523,119.53235,156.98914,0.38641828,-0.29611915,-4.8473063,4.6583567,-1.6141703,1.0103344,1.4875699,1.3556843,716.1394,-6.2989044,-6.290319,6.4315009
4.5602989,1.1195304,119.75876,156.98912,0.38668722,-0.29635864,-5.042799,4.6579795,-1.8714831,1.0565621,1.4550991,1.355701,716.15515,-6.1228151,-6.1347623,6.4318237
4.5603991,1.1195086,119.98556,156.98911,0.38695514,-0.29659748,-5.2333021,4.6576037,-2.1269464,1.1017472,1.4211922,1.3557175,716.17084,-5.9406648,-5.9731336,6.4321461
4.5604992,1.1194867,120.21275,156.98909,0.38722202,-0.29683566,-5.4186268,4.6572289,-2.3803077,1.1458448,1.3858827,1.3557342,716.18652,-5.7526331,-5.8055925,6.4324675
4.5605993,1.1194649,120.44034,156.98907,0.38748789,-0.29707319,-5.5985904,4.6568551,-2.6313157,1.1888114,1.3492055,1.3557509,716.20221,-5.5589066,-5.6323047,6.4327888
4.560699,1.1194429,120.66833,156.98906,0.38775274,-0.29731005,-5.7730136,4.6564817,-2.8797226,1.2306049,1.3111967,1.3557676,716.2179,-5.3596764,-5.4534421,6.4331093
4.5607991,1.1194211,120.89671,156.98904,0.38801658,-0.29754624,-5.9417253,4.6561103,-3.1252825,1.2711837,1.271894,1.3557843,716.23364,-5.1551404,-5.2691817,6.4334292
4.5608993,1.1193992,121.1255,156.98903,0.38827944,-0.2977818,-6.104557,4.6557388,-3.3677521,1.310508,1.231336,1.355801,716.24933,-4.9455004,-5.0797052,6.4337482
4.5609989,1.1193773,121.35468,156.98901,0.38854131,-0.2980167,-6.2613487,4.6553688,-3.6068916,1.3485389,1.1895628,1.3558177,716.26501,-4.7309637,-4.8852005,6.4340668
4.5610991,1.1193553,121.58426,156.989,0.38880223,-0.29825097,-6.4119453,4.6549997,-3.8424644,1.3852388,1.1466156,1.3558345,716.2807,-4.5117435,-4.6858606,6.4343848
4.5611992,1.1193334,121.81425,156.98898,0.3890622,-0.29848462,-6.5561972,4.6546316,-4.0742373,1.4205716,1.1025368,1.3558512,716.29645,-4.2880559,-4.4818821,6.4347024
4.5612993,1.1193113,122.04463,156.98897,0.38932121,-0.29871768,-6.6939616,4.6542645,-4.3019814,1.4545022,1.0573699,1.3558679,716.31213,-4.0601225,-4.2734675,6.435019
4.561399,1.1192894,122.27542,156.98894,0.3895793,-0.29895011,-6.8251028,4.6538978,-4.5254707,1.4869975,1.0111597,1.3558847,716.32782,-3.8281686,-4.0608225,6.4353352
4.5614991,1.1192673,122.50662,156.98892,0.38983649,-0.29918191,-6.949491,4.6535325,-4.7444844,1.5180252,0.96395141,1.3559015,716.34351,-3.5924242,-3.8441572,6.4356508
4.5615993,1.1192454,122.73822,156.98891,0.39009276,-0.29941311,-7.0670023,4.6531677,-4.9588056,1.5475545,0.91579187,1.3559183,716.35919,-3.353122,-3.6236868,6.435966
4.5616994,1.1192234,122.97023,156.98889,0.39034817,-0.29964373,-7.1775217,4.6528039,-5.168222,1.5755566,0.86672854,1.3559351,716.37494,-3.1104991,-3.3996291,6.4362807
4.561799,1.1192013,123.20264,156.98886,0.39060268,-0.29987371,-7.2809386,4.652441,-5.3725271,1.6020037,0.81680989,1.3559519,716.39062,-2.8647957,-3.1722057,6.4365945
4.5618992,1.1191792,123.43546,156.98885,0.39085633,-0.30010313,-7.3771515,4.6520786,-5.5715179,1.6268697,0.76608509,1.3559687,716.40631,-2.6162543,-2.9416418,6.4369082
4.5619993,1.1191572,123.66869,156.98883,0.39110911,-0.30033198,-7.4660654,4.6517177,-5.764998,1.6501302,0.71460432,1.3559855,716.422,-2.3651216,-2.7081656,6.4372211
4.562099,1.119135,123.90234,156.9888,0.39136106,-0.30056024,-7.5475912,4.6513572,-5.952776,1.671762,0.66241831,1.3560024,716.43774,-2.1116455,-2.472008,6.4375334
4.5621991,1.119113,124.13638,156.98878,0.3916122,-0.30078793,-7.6216493,4.6509972,-6.134666,1.6917439,0.60957861,1.3560193,716.45343,-1.856077,-2.2334025,6.4378452
4.5622993,1.1190909,124.37085,156.98875,0.39186251,-0.30101508,-7.6881661,4.6506381,-6.3104877,1.7100561,0.55613732,1.3560362,716.46912,-1.5986689,-1.9925857,6.4381566
4.5623994,1.1190687,124.60572,156.98874,0.39211202,-0.30124167,-7.747076,4.65028,-6.4800673,1.7266806,0.50214726,1.3560531,716.4848,-1.339676,-1.7497954,6.4384675
4.562499,1.1190466,124.841,156.98872,0.39236075,-0.30146769,-7.7983198,4.6499228,-6.6432371,1.741601,0.44766161,1.3560699,716.50049,-1.0793544,-1.505272,6.4387779
4.5625992,1.1190244,125.0767,156.98869,0.3926087,-0.30169317,-7.8418484,4.6495662,-6.7998352,1.7548026,0.3927342,1.3560869,716.51624,-0.81796181,-1.2592576,6.4390874
4.5626993,1.1190022,125.31281,156.98868,0.39285588,-0.30191812,-7.8776174,4.64921,-6.9497075,1.7662724,0.33741927,1.3561039,716.53192,-0.55575675,-1.0119953,6.4393969
4.562799,1.1189801,125.54932,156.98865,0.39310232,-0.30214253,-7.9055915,4.6488547,-7.0927048,1.7759988,0.28177133,1.3561208,716.54761,-0.29299858,-0.76372987,6.4397054
4.5628991,1.1189579,125.78625,156.98862,0.39334804,-0.30236641,-7.9257436,4.6485004,-7.2286859,1.7839726,0.2258454,1.3561378,716.56329,-0.029947387,-0.51470703,6.4400139
4.5629992,1.1189357,126.02361,156.9886,0.39359301,-0.30258977,-7.9380536,4.6481466,-7.3575163,1.7901857,0.1696966,1.3561547,716.57898,0.23313658,-0.26517317,6.4403219
4.5630994,1.1189134,126.26137,156.98857,0.39383727,-0.30281264,-7.9425087,4.6477933,-7.4790688,1.794632,0.11338037,1.3561717,716.59473,0.49599311,-0.015375041,6.440629
4.563199,1.1188912,126.49954,156.98856,0.39408085,-0.30303499,-7.9391055,4.6474409,-7.5932221,1.7973071,0.056952294,1.3561887,716.61041,0.75836205,0.23444012,6.4409361
4.5632992,1.1188689,126.73814,156.98853,0.39432374,-0.30325687,-7.9278469,4.647089,-7.6998644,1.7982085,0.00046806058,1.3562057,716.6261,1.0199839,0.48402512,6.4412427
4.5633993,1.1188467,126.97714,156.98849,0.39456594,-0.30347824,-7.9087439,4.6467376,-7.7988896,1.797335,-0.056016594,1.3562227,716.64178,1.2805997,0.73313308,6.4415483
4.563499,1.1188244,127.21656,156.98848,0.39480752,-0.30369914,-7.8818154,4.6463871,-7.8901997,1.7946879,-0.11244591,1.3562398,716.65753,1.5399517,0.98151755,6.441854
4.5635991,1.1188021,127.4564,156.98845,0.39504844,-0.30391952,-7.8470883,4.6460371,-7.9737039,1.7902695,-0.16876422,1.3562568,716.67322,1.7977833,1.2289327,6.4421592
4.5636992,1.1187798,127.69665,156.98842,0.39528871,-0.30413947,-7.8045969,4.6456876,-8.0493202,1.7840842,-0.22491591,1.3562739,716.6889,2.0538394,1.4751338,6.4424639
4.5637994,1.1187575,127.93732,156.98839,0.39552838,-0.30435893,-7.7543826,4.6453385,-8.1169739,1.7761381,-0.28084558,1.3562909,716.70459,2.3078666,1.7198772,6.4427681
4.563899,1.1187352,128.17839,156.98836,0.39576745,-0.30457792,-7.696496,4.6449904,-8.1765966,1.7664392,-0.33649805,1.3563081,716.72028,2.5596135,1.9629209,6.4430718
4.5639992,1.1187128,128.41989,156.98834,0.39600593,-0.30479649,-7.6309938,4.6446428,-8.2281313,1.7549969,-0.39181834,1.3563251,716.73602,2.8088312,2.2040243,6.4433751
4.5640993,1.1186904,128.6618,156.98831,0.39624381,-0.30501461,-7.5579405,4.6442952,-8.2715254,1.7418225,-0.44675192,1.3563422,716.75171,3.0552731,2.4429491,6.4436784
4.5641994,1.1186681,128.90413,156.98828,0.39648116,-0.30523232,-7.4774094,4.6439486,-8.3067369,1.7269292,-0.50124454,1.3563594,716.7674,3.2986953,2.6794586,6.4439807
4.5642991,1.1186457,129.14687,156.98825,0.39671794,-0.30544958,-7.3894792,4.6436024,-8.3337297,1.7103314,-0.55524242,1.3563765,716.78308,3.538857,2.9133189,6.444283
4.5643992,1.1186233,129.39003,156.98822,0.39695418,-0.30566642,-7.2942371,4.6432567,-8.352478,1.6920458,-0.60869229,1.3563937,716.79877,3.7755206,3.1442986,6.4445848
4.5644994,1.1186008,129.63361,156.98819,0.39718992,-0.30588284,-7.1917777,4.6429114,-8.3629637,1.6720903,-0.66154134,1.3564109,716.81451,4.0084519,3.3721695,6.4448862
4.564599,1.1185784,129.87759,156.98816,0.39742512,-0.30609885,-7.0822015,4.6425672,-8.3651743,1.6504846,-0.71373749,1.356428,716.8302,4.2374201,3.5967057,6.4451876
4.5646992,1.1185559,130.12199,156.98813,0.39765984,-0.30631444,-6.9656177,4.6422224,-8.3591099,1.6272498,-0.76522917,1.3564452,716.84589,4.4621992,3.8176851,6.445488
4.5647993,1.1185335,130.36681,156.9881,0.39789408,-0.30652967,-6.8421412,4.6418786,-8.3447752,1.6024092,-0.81596559,1.3564624,716.86157,4.6825666,4.0348892,6.4457889
4.5648994,1.1185111,130.61203,156.98805,0.39812785,-0.30674449,-6.7118945,4.6415353,-8.3221846,1.5759872,-0.8658967,1.3564796,716.87732,4.8983045,4.2481036,6.4460888
4.5649991,1.1184886,130.85768,156.98802,0.39836115,-0.30695894,-6.575006,4.6411924,-8.2913599,1.5480098,-0.9149732,1.3564968,716.89301,5.109199,4.4571166,6.4463882
4.5650992,1.118466,131.10373,156.98799,0.39859402,-0.30717304,-6.4316111,4.6408496,-8.2523317,1.5185046,-0.96314663,1.356514,716.90869,5.3150415,4.6617212,6.4466877
4.5651994,1.1184436,131.35019,156.98796,0.39882648,-0.30738679,-6.2818522,4.6405077,-8.2051392,1.4875009,-1.0103694,1.3565313,716.92438,5.5156283,4.8617163,6.4469872
4.565299,1.1184211,131.59708,156.98793,0.39905849,-0.30760014,-6.1258769,4.6401658,-8.1498289,1.455029,-1.0565951,1.3565485,716.94006,5.7107611,5.0569024,6.4472857
4.5653992,1.1183985,131.84436,156.98788,0.39929011,-0.30781317,-5.9638395,4.6398244,-8.0864544,1.4211212,-1.1017779,1.3565658,716.95581,5.9002471,5.2470875,6.4475842
4.5654993,1.118376,132.09207,156.98785,0.39952138,-0.30802584,-5.7959003,4.639483,-8.0150795,1.385811,-1.1458733,1.3565831,716.9715,6.0838981,5.4320831,6.4478822
4.5655994,1.1183534,132.34018,156.98782,0.39975223,-0.30823815,-5.6222258,4.639142,-7.9357743,1.349133,-1.1888379,1.3566004,716.98718,6.2615323,5.6117063,6.4481802
4.5656991,1.1183308,132.5887,156.98778,0.39998275,-0.30845016,-5.442987,4.6388016,-7.8486166,1.3111235,-1.230629,1.3566177,717.00287,6.4329748,5.7857785,6.4484777
4.5657992,1.1183083,132.83763,156.98775,0.40021288,-0.30866185,-5.2583623,4.6384616,-7.7536936,1.2718202,-1.2712057,1.356635,717.01855,6.5980558,5.9541287,6.4487748
4.5658994,1.1182857,133.08698,156.9877,0.40044272,-0.30887324,-5.0685329,4.6381216,-7.6510987,1.2312616,-1.3105276,1.3566523,717.0343,6.7566109,6.11659,6.4490719
4.565999,1.118263,133.33672,156.98767,0.40067223,-0.3090843,-4.8736882,4.6377821,-7.5409327,1.1894879,-1.3485562,1.3566697,717.04999,6.908484,6.2730012,6.4493685
4.5660992,1.1182405,133.58687,156.98763,0.40090141,-0.30929509,-4.6740198,4.6374426,-7.4233055,1.1465404,-1.3852538,1.3566871,717.06567,7.053525,6.4232078,6.4496651
4.5661993,1.1182177,133.83743,156.98759,0.40113032,-0.30950558,-4.4697251,4.6371036,-7.2983327,1.1024613,-1.4205842,1.3567044,717.08136,7.1915898,6.5670609,6.4499617
4.5662994,1.1181951,134.08839,156.98755,0.40135896,-0.30971581,-4.2610068,4.6367645,-7.1661377,1.0572942,-1.4545126,1.3567218,717.09711,7.3225422,6.7044187,6.4502573
4.5663991,1.1181724,134.33977,156.98752,0.40158731,-0.30992571,-4.0480709,4.636426,-7.0268521,1.0110837,-1.4870055,1.3567392,717.11279,7.4462523,6.8351445,6.4505534
4.5664992,1.1181498,134.59154,156.98747,0.40181541,-0.31013536,-3.8311286,4.6360874,-6.8806129,0.96387535,-1.5180308,1.3567566,717.12848,7.5625973,6.9591098,6.4508491
4.5665994,1.1181271,134.84372,156.98743,0.40204328,-0.31034479,-3.6103938,4.6357489,-6.7275648,0.91571575,-1.5475578,1.356774,717.14417,7.6714625,7.0761914,6.4511442
4.5666995,1.1181043,135.0963,156.9874,0.40227094,-0.31055391,-3.3860853,4.6354108,-6.5678592,0.86665249,-1.5755576,1.3567914,717.15985,7.7727404,7.1862736,6.4514394
4.5667992,1.1180817,135.34927,156.98735,0.40249836,-0.31076282,-3.1584249,4.6350727,-6.4016538,0.8167339,-1.6020024,1.3568088,717.1756,7.8663301,7.2892475,6.4517341
4.5668993,1.1180589,135.60266,156.9873,0.40272561,-0.3109715,-2.9276373,4.6347351,-6.2291136,0.76600927,-1.626866,1.3568262,717.19128,7.9521389,7.3850107,6.4520288
4.5669994,1.1180362,135.85645,156.98726,0.40295264,-0.31117994,-2.6939516,4.6343975,-6.0504084,0.71452874,-1.6501241,1.3568437,717.20697,8.0300827,7.4734693,6.4523234
4.5670991,1.1180135,136.11061,156.98723,0.40317953,-0.31138816,-2.4575984,4.6340599,-5.865715,0.66234308,-1.6717536,1.3568612,717.22266,8.1000834,7.5545349,6.4526181
4.5671992,1.1179907,136.36519,156.98718,0.40340626,-0.31159618,-2.2188118,4.6337223,-5.6752167,0.60950375,-1.6917332,1.3568786,717.23834,8.1620722,7.6281276,6.4529123
4.5672994,1.1179678,136.62016,156.98714,0.40363285,-0.31180397,-1.9778275,4.6333847,-5.4791012,0.55606288,-1.7100432,1.3568962,717.25409,8.2159872,7.6941748,6.4532061
4.5673995,1.1179451,136.87552,156.98709,0.40385929,-0.31201157,-1.7348845,4.6330476,-5.2775626,0.50207335,-1.7266655,1.3569137,717.26978,8.261775,7.7526107,6.4535003
4.5674992,1.1179223,137.13127,156.98705,0.40408561,-0.31221896,-1.4902227,4.6327105,-5.0708003,0.44758829,-1.7415836,1.3569312,717.28546,8.2993908,7.8033772,6.453794
4.5675993,1.1178995,137.38742,156.987,0.40431184,-0.31242618,-1.2440842,4.6323733,-4.8590188,0.39266154,-1.7547829,1.3569487,717.30115,8.3287964,7.8464246,6.4540873
4.5676994,1.1178766,137.64397,156.98695,0.40453798,-0.31263322,-0.99671263,4.6320362,-4.6424274,0.33734733,-1.7662505,1.3569663,717.31689,8.3499632,7.8817105,6.454381
4.5677991,1.1178538,137.90089,156.98691,0.40476403,-0.31284007,-0.74835253,4.6316991,-4.4212403,0.28170019,-1.7759748,1.3569838,717.33258,8.3628702,7.9091988,6.4546742
4.5678992,1.117831,138.15822,156.98686,0.40499002,-0.31304678,-0.49924961,4.631362,-4.1956763,0.22577511,-1.7839464,1.3570013,717.34827,8.3675051,7.928863,6.4549675
4.5679994,1.1178081,138.41592,156.9868,0.40521595,-0.31325337,-0.24965036,4.6310248,-3.9659586,0.16962725,-1.7901573,1.3570189,717.36395,8.363862,7.9406838,6.4552608
4.5680995,1.1177852,138.67401,156.98676,0.40544185,-0.31345978,0.00019840832,4.6306877,-3.7323141,0.11331201,-1.7946016,1.3570365,717.37964,8.3519449,7.9446487,6.455554
4.5681992,1.1177623,138.93248,156.98671,0.40566775,-0.31366608,0.25004947,4.6303506,-3.4949741,0.056884978,-1.7972746,1.3570541,717.39539,8.3317652,7.9407544,6.4558468
4.5682993,1.1177394,139.19135,156.98666,0.40589362,-0.31387219,0.49965563,4.6300135,-3.2541733,0.0004018622,-1.7981739,1.3570718,717.41107,8.3033428,7.9290042,6.4561396
4.5683994,1.1177166,139.45058,156.98662,0.40611947,-0.31407821,0.74877006,4.6296759,-3.0101497,-0.056081615,-1.7972986,1.3570893,717.42676,8.2667065,7.9094095,6.4564323
4.5684991,1.1176935,139.71019,156.98656,0.40634537,-0.31428412,0.99714625,4.6293387,-2.7631447,-0.1125097,-1.7946494,1.3571069,717.44244,8.2218914,7.8819904,6.4567251
4.5685992,1.1176707,139.97018,156.98651,0.40657127,-0.3144899,1.2445385,4.6290011,-2.5134029,-0.1688267,-1.790229,1.3571247,717.45813,8.1689425,7.8467736,6.4570179
4.5686994,1.1176476,140.23056,156.98645,0.40679723,-0.3146956,1.490702,4.6286635,-2.2611709,-0.22497705,-1.7840418,1.3571423,717.47388,8.1079121,7.8037934,6.4573107
4.5687995,1.1176246,140.4913,156.9864,0.40702322,-0.31490117,1.7353934,4.6283259,-2.0066981,-0.28090531,-1.776094,1.35716,717.48956,8.0388594,7.7530928,6.457603
4.5688992,1.1176018,140.75243,156.98636,0.4072493,-0.31510672,1.9783705,4.6279883,-1.7502367,-0.33655629,-1.7663932,1.3571776,717.50525,7.961853,7.6947217,6.4578958
4.5689993,1.1175787,141.01392,156.9863,0.40747544,-0.31531215,2.219393,4.6276503,-1.4920399,-0.39187509,-1.7549492,1.3571953,717.52094,7.8769698,7.6287374,6.4581881
4.5690994,1.1175557,141.27579,156.98625,0.4077017,-0.31551751,2.4582224,4.6273122,-1.2323633,-0.44680706,-1.7417731,1.357213,717.53668,7.7842927,7.5552058,6.4584804
4.5691996,1.1175327,141.53801,156.98619,0.40792805,-0.31572282,2.6946223,4.6269741,-0.97146386,-0.50129807,-1.7268782,1.3572308,717.55237,7.6839137,7.4741988,6.4587731
4.5692992,1.1175097,141.80061,156.98613,0.40815449,-0.31592804,2.928359,4.6266356,-0.70959944,-0.55529428,-1.7102789,1.3572484,717.56805,7.575932,7.385797,6.4590654
4.5693994,1.1174866,142.06357,156.98608,0.4083811,-0.31613323,3.1592011,4.626297,-0.44702908,-0.60874242,-1.6919917,1.3572662,717.58374,7.460454,7.2900877,6.4593577
4.5694995,1.1174636,142.32689,156.98602,0.40860784,-0.31633839,3.3869202,4.625958,-0.18401259,-0.66158968,-1.6720346,1.3572839,717.59943,7.3375945,7.1871653,6.4596505
4.5695992,1.1174405,142.59058,156.98596,0.40883473,-0.31654349,3.6112912,4.6256194,0.079189874,-0.71378404,-1.6504275,1.3573017,717.61517,7.2074738,7.0771317,6.4599428
4.5696993,1.1174173,142.85463,156.98592,0.40906179,-0.31674859,3.8320918,4.6252799,0.34231803,-0.76527387,-1.6271914,1.3573195,717.63086,7.0702214,6.9600954,6.4602356
4.5697994,1.1173943,143.11903,156.98586,0.40928903,-0.31695366,4.0491037,4.6249404,0.60511148,-0.81600839,-1.6023494,1.3573372,717.64655,6.9259729,6.8361721,6.4605279
4.5698996,1.1173712,143.38379,156.98579,0.40951648,-0.31715873,4.2621126,4.6246009,0.86731029,-0.86593753,-1.5759262,1.357355,717.66223,6.7748704,6.7054853,6.4608207
4.5699992,1.1173481,143.6489,156.98573,0.40974411,-0.3173638,4.4709067,4.6242604,1.1286551,-0.91501206,-1.5479475,1.3573729,717.67792,6.6170635,6.5681629,6.4611135
