"Time","inductor.inductor[2].i","inductor.inductor[3].i","capacitor.v","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","loadInertia.phi","loadInertia.w","vfController.x"
0.0014750001,-5.8861237,5.8423328,543.2301,2.0257612e-05,-4.0507355e-05,2.0257612e-05,-3.507813e-05,-1.9543557e-05,3.3841668e-05,1.0734577e-24,7.9338415e-21,0.0002847889
0.0015,-4.928494,4.8840165,543.25476,2.0204172e-05,-4.04005e-05,2.0204172e-05,-3.4985595e-05,-1.9489888e-05,3.3748733e-05,1.2844144e-24,8.9422279e-21,0.00029452457
0.0015,-4.928494,4.8840165,543.25476,2.0204172e-05,-4.04005e-05,2.0204172e-05,-3.4985595e-05,-1.9489888e-05,3.3748733e-05,1.2844144e-24,8.9422279e-21,0.00029452457
0.001525,-3.920378,3.875216,543.27448,2.0150877e-05,-4.0293929e-05,2.0150877e-05,-3.489331e-05,-1.9436362e-05,3.3656048e-05,1.520546e-24,9.9478461e-21,0.00030442383
0.00155,-2.8611536,2.8153102,543.289,2.0097727e-05,-4.018765e-05,2.0097727e-05,-3.4801273e-05,-1.9382982e-05,3.3563618e-05,1.7817836e-24,1.0950704e-20,0.00031448677
0.001575,-1.7502058,1.7036837,543.29816,2.0044719e-05,-4.0081653e-05,2.0044719e-05,-3.4709483e-05,-1.9329746e-05,3.3471431e-05,2.0680582e-24,1.1950811e-20,0.0003247133
0.0016,-0.58693027,0.53973246,543.30157,1.9991856e-05,-3.9975948e-05,1.9991856e-05,-3.4617944e-05,-1.9276653e-05,3.3379496e-05,2.3793013e-24,1.2948172e-20,0.00033510345
0.001610104,-0.10180028,0.054330129,543.30127,1.997053e-05,-3.9933304e-05,1.997053e-05,-3.4581019e-05,-1.9255236e-05,3.334241e-05,2.5121617e-24,1.3350487e-20,0.00033934915
0.001610104,-0.10180028,0.054330129,543.30127,1.997053e-05,-3.9933304e-05,1.997053e-05,-3.4581019e-05,-1.9255236e-05,3.334241e-05,2.5121617e-24,1.3350487e-20,0.00033934915
0.0016249997,-0.087281585,0.044383034,543.30011,1.9939136e-05,-3.9870531e-05,1.9939136e-05,-3.4526656e-05,-1.9223708e-05,3.3287815e-05,2.7159517e-24,1.3942727e-20,0.00034566046
0.0016249997,-0.087281585,0.044383034,543.30011,1.9939136e-05,-3.9870531e-05,1.9939136e-05,-3.4526656e-05,-1.9223708e-05,3.3287815e-05,2.7159517e-24,1.3942727e-20,0.00034566046
0.001625,-0.087281585,0.04438303,543.30011,1.9939136e-05,-5.8746977e-05,1.9939136e-05,-5.6323301e-05,-1.9223708e-05,5.4344997e-05,2.7159566e-24,1.3827886e-20,0.00034566064
0.001625,-0.087281585,0.04438303,543.30011,1.9939136e-05,-5.8746977e-05,1.9939136e-05,-5.6323301e-05,-1.9223708e-05,5.4344997e-05,2.7159566e-24,1.3827886e-20,0.00034566064
0.001625,-0.087281585,0.04438303,543.30011,1.9948771e-05,-5.875661e-05,1.9948771e-05,-5.6328863e-05,-1.9233015e-05,5.435037e-05,2.7159566e-24,1.382777e-20,0.00034566064
0.0016250004,-0.087281585,0.044383023,543.30011,3.8834849e-05,-7.764269e-05,3.8834849e-05,-6.7232744e-05,-3.7478378e-05,6.4884334e-05,2.7159615e-24,1.3713012e-20,0.00034566078
0.0016250004,-0.087281585,0.044383023,543.30011,3.8834849e-05,-7.764269e-05,3.8834849e-05,-6.7232744e-05,-3.7478378e-05,6.4884334e-05,2.7159615e-24,1.3713012e-20,0.00034566078
0.00165,-0.087296233,0.043946084,543.29816,3.8732389e-05,-7.7437835e-05,3.8732389e-05,-6.7055356e-05,-3.737547e-05,6.4706175e-05,3.2112194e-24,2.5905634e-20,0.00035637803
0.0016749999,-0.087298781,0.043503076,543.2962,3.8630202e-05,-7.7233533e-05,3.8630202e-05,-6.6878441e-05,-3.7272843e-05,6.4528504e-05,4.0106544e-24,3.8064994e-20,0.00036725908
0.0017,-0.087289244,0.043054029,543.29425,3.8528287e-05,-7.7029777e-05,3.8528287e-05,-6.6702007e-05,-3.7170488e-05,6.4351305e-05,5.1133751e-24,5.0191013e-20,0.00037830372
0.001725,-0.087267622,0.042598981,543.2923,3.842665e-05,-7.6826575e-05,3.842665e-05,-6.6526052e-05,-3.7068414e-05,6.4174586e-05,6.518633e-24,6.2283773e-20,0.00038951202
0.0017500001,-0.087233908,0.042137943,543.29034,3.8325288e-05,-7.6623917e-05,3.8325288e-05,-6.6350563e-05,-3.6966612e-05,6.3998341e-05,8.2260262e-24,7.4343316e-20,0.00040088393
0.001775,-0.087188117,0.041670971,543.28839,3.82242e-05,-7.6421813e-05,3.82242e-05,-6.6175555e-05,-3.6865084e-05,6.3822576e-05,1.0234121e-23,8.6369805e-20,0.00041241947
0.0018,-0.087130249,0.041198064,543.28644,3.812338e-05,-7.6220247e-05,3.812338e-05,-6.6001012e-05,-3.6763835e-05,6.3647283e-05,1.2542694e-23,9.8363265e-20,0.00042411863
0.001825,-0.087060295,0.040719267,543.28448,3.8022838e-05,-7.6019227e-05,3.8022838e-05,-6.5826949e-05,-3.6662856e-05,6.3472464e-05,1.5150678e-23,1.1032381e-19,0.0004359814
0.00185,-0.086978272,0.040234603,543.28253,3.7922564e-05,-7.5818753e-05,3.7922564e-05,-6.5653352e-05,-3.6562149e-05,6.3298117e-05,1.8057501e-23,1.2225149e-19,0.00044800784
0.0018749996,-0.086884178,0.03974412,543.28058,3.7822563e-05,-7.5618816e-05,3.7822563e-05,-6.5480221e-05,-3.6461719e-05,6.3124244e-05,2.1262305e-23,1.3414625e-19,0.00046019768
0.0018749996,-0.086884178,0.03974412,543.28058,3.7822563e-05,-7.5618816e-05,3.7822563e-05,-6.5480221e-05,-3.6461719e-05,6.3124244e-05,2.1262305e-23,1.3414625e-19,0.00046019768
0.001875,-0.086884178,0.039744113,543.28058,5.6707962e-05,-9.4504212e-05,5.6707962e-05,-7.6383709e-05,-5.4706423e-05,7.3657829e-05,2.1262353e-23,1.3437544e-19,0.00046019786
0.001875,-0.086884178,0.039744113,543.28058,5.6717596e-05,-9.4513853e-05,5.6717596e-05,-7.6389275e-05,-5.4715729e-05,7.3663199e-05,2.1262353e-23,1.3437567e-19,0.00046019786
0.001875,-0.086884178,0.039744113,543.28058,5.6717596e-05,-9.4513853e-05,5.6717596e-05,-7.6389275e-05,-5.4715729e-05,7.3663199e-05,2.1262353e-23,1.3437567e-19,0.00046019786
0.0018750003,-0.086884178,0.039744105,543.28058,5.6717596e-05,-0.00011338961,5.6717596e-05,-9.8185126e-05,-5.4715725e-05,9.4719624e-05,2.12624e-23,1.3460497e-19,0.00046019803
0.0018750003,-0.086884178,0.039744105,543.28058,5.6717596e-05,-0.00011338961,5.6717596e-05,-9.8185126e-05,-5.4715725e-05,9.4719624e-05,2.12624e-23,1.3460497e-19,0.00046019803
0.0019,-0.08677803,0.039247818,543.27863,5.656798e-05,-0.00011309051,5.656798e-05,-9.7926131e-05,-5.4565466e-05,9.4459509e-05,2.4980388e-23,1.6283274e-19,0.0004725515
0.001925,-0.086659819,0.038745753,543.27667,5.6418769e-05,-0.0001127922,5.6418769e-05,-9.7667828e-05,-5.441561e-05,9.4200084e-05,2.940261e-23,1.9098351e-19,0.0004850688
0.0019499999,-0.086529568,0.038237944,543.27472,5.6269961e-05,-0.0001124947,5.6269961e-05,-9.7410222e-05,-5.4266158e-05,9.3941366e-05,3.4527325e-23,2.1905705e-19,0.00049774972
