"Time","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.is[1]","aimc.is[2]","loadInertia.w","PI.x","aimc.idq_rr[2]","aimc.idq_sr[1]","powerSensor.flange_a.phi"
4.5910997,-6.8364215,-0.4987551,4.4224653,3.9514709,156.96417,203.20802,0.38536587,-4.7502613,720.99054
4.5911999,-6.8368483,-0.49919868,4.1963224,4.1820726,156.96405,203.4857,0.38568357,-4.7496753,721.00629
4.5913,-6.8372755,-0.49964324,3.9660177,4.4085336,156.96394,203.76317,0.3860018,-4.7490883,721.02197
4.5913997,-6.8377037,-0.50008869,3.7317793,4.63063,156.96382,204.04039,0.38632059,-4.7484999,721.03766
4.5914998,-6.8381324,-0.50053513,3.4938395,4.8481412,156.9637,204.31741,0.38663995,-4.747911,721.05334
4.5915999,-6.838562,-0.50098246,3.2524338,5.0608516,156.96358,204.59419,0.38695988,-4.7473207,721.06903
4.5916996,-6.8389921,-0.50143069,3.0078013,5.2685499,156.96346,204.87074,0.38728032,-4.7467294,721.08472
4.5917997,-6.8394227,-0.50187981,2.7601845,5.4710312,156.96333,205.14708,0.38760135,-4.7461367,721.10046
4.5918999,-6.8398538,-0.50232989,2.5098288,5.6680937,156.96323,205.42317,0.38792288,-4.7455435,721.11615
4.592,-6.8402858,-0.5027808,2.2569818,5.8595428,156.9631,205.69904,0.38824496,-4.7449489,721.13184
4.5920997,-6.8407187,-0.5032326,2.0018945,6.045188,156.96298,205.97466,0.38856757,-4.7443538,721.14752
4.5921998,-6.8411517,-0.5036853,1.7448193,6.2248454,156.96286,206.25006,0.38889071,-4.7437572,721.16321
4.5922999,-6.8415856,-0.50413883,1.486011,6.3983369,156.96275,206.52522,0.38921437,-4.7431598,721.17889
4.5923996,-6.84202,-0.50459325,1.2257261,6.5654902,156.96263,206.80014,0.38953856,-4.7425609,721.19464
4.5924997,-6.8424554,-0.50504851,0.96422261,6.72614,156.96251,207.07483,0.38986325,-4.7419615,721.21033
4.5925999,-6.8428912,-0.50550461,0.70175946,6.880127,156.96239,207.34927,0.39018846,-4.7413611,721.22601
4.5927,-6.8433275,-0.50596154,0.43859684,7.0272975,156.96228,207.62347,0.39051419,-4.7407594,721.2417
4.5927997,-6.8437643,-0.5064193,0.17499551,7.1675062,156.96216,207.89743,0.39084041,-4.7401571,721.25739
4.5928998,-6.844202,-0.5068779,-0.088783301,7.3006139,156.96204,208.17116,0.39116713,-4.7395539,721.27307
4.5929999,-6.8446403,-0.50733727,-0.35247821,7.4264884,156.96193,208.44463,0.39149436,-4.7389493,721.28882
4.5931001,-6.8450789,-0.50779748,-0.6158278,7.5450053,156.96181,208.71785,0.3918221,-4.7383442,721.3045
4.5931997,-6.8455181,-0.50825846,-0.87857115,7.6560464,156.96169,208.99083,0.39215031,-4.7377377,721.32019
4.5932999,-6.8459582,-0.50872028,-1.1404479,7.7595015,156.96158,209.26357,0.39247903,-4.7371306,721.33588
4.5934,-6.8463988,-0.50918281,-1.4011981,7.8552685,156.96146,209.53604,0.39280823,-4.7365227,721.35156
4.5934997,-6.8468399,-0.50964612,-1.6605639,7.9432511,156.96133,209.80827,0.39313787,-4.7359133,721.36731
4.5935998,-6.8472815,-0.5101102,-1.9182879,8.0233631,156.96123,210.08026,0.39346802,-4.7353034,721.383
4.5936999,-6.8477235,-0.51057506,-2.1741145,8.0955248,156.96111,210.35199,0.39379862,-4.7346926,721.39868
4.5938001,-6.8481665,-0.51104063,-2.4277904,8.1596642,156.961,210.62347,0.39412969,-4.7340813,721.41437
4.5938997,-6.8486099,-0.51150692,-2.6790638,8.2157173,156.96088,210.8947,0.39446121,-4.7334685,721.43005
4.5939999,-6.8490539,-0.51197392,-2.927686,8.263629,156.96077,211.16566,0.39479318,-4.7328548,721.44574
4.5941,-6.8494983,-0.51244164,-3.1734104,8.3033514,156.96065,211.43637,0.39512563,-4.7322407,721.46149
4.5941997,-6.8499432,-0.51291013,-3.4159932,8.3348446,156.96054,211.70683,0.39545849,-4.7316256,721.47717
4.5942998,-6.8503885,-0.51337922,-3.655194,8.358078,156.96042,211.97704,0.39579183,-4.7310095,721.49286
4.5943999,-6.8508348,-0.51384908,-3.8907757,8.3730278,156.96031,212.24698,0.39612558,-4.7303929,721.50854
4.5945001,-6.8512816,-0.5143196,-4.1225047,8.3796787,156.96019,212.51668,0.39645976,-4.7297754,721.52423
4.5945997,-6.8517284,-0.51479071,-4.3501515,8.3780241,156.96008,212.7861,0.39679438,-4.729157,721.53992
4.5946999,-6.8521762,-0.51526254,-4.5734897,8.3680658,156.95996,213.05527,0.39712942,-4.7285376,721.55566
4.5948,-6.8526244,-0.51573503,-4.7922988,8.3498144,156.95985,213.32417,0.39746487,-4.7279177,721.57135
4.5948997,-6.8530731,-0.51620817,-5.006361,8.3232861,156.95975,213.59282,0.39780074,-4.7272968,721.58704
4.5949998,-6.8535223,-0.51668191,-5.2154641,8.2885075,156.95963,213.86122,0.398137,-4.726675,721.60272
4.5950999,-6.853972,-0.5171563,-5.4194012,8.2455139,156.95952,214.12933,0.39847371,-4.7260528,721.61841
4.5952001,-6.8544221,-0.51763129,-5.61797,8.1943464,156.9594,214.3972,0.39881077,-4.7254295,721.63409
4.5952997,-6.8548727,-0.51810688,-5.8109736,8.1350565,156.95929,214.66481,0.39914826,-4.7248058,721.64984
4.5953999,-6.8553243,-0.51858306,-5.99822,8.0677023,156.95918,214.93214,0.39948609,-4.7241812,721.66553
4.5955,-6.8557758,-0.51905978,-6.1795239,7.9923501,156.95908,215.19922,0.39982435,-4.723556,721.68121
4.5956001,-6.8562279,-0.51953715,-6.3547058,7.9090753,156.95895,215.46603,0.40016299,-4.72293,721.6969
4.5956998,-6.8566804,-0.52001506,-6.523591,7.8179598,156.95885,215.73257,0.400502,-4.7223029,721.71259
4.5957999,-6.8571339,-0.52049351,-6.6860132,7.7190943,156.95874,215.99884,0.40084136,-4.7216754,721.72827
4.5959001,-6.8575873,-0.52097255,-6.8418102,7.6125755,156.95863,216.26486,0.4011811,-4.7210474,721.74402
4.5959997,-6.8580413,-0.52145213,-6.9908285,7.4985099,156.95851,216.53059,0.40152121,-4.7204185,721.7597
4.5960999,-6.8584957,-0.52193218,-7.1329193,7.3770103,156.9584,216.79608,0.40186164,-4.719789,721.77539
4.5962,-6.8589506,-0.52241278,-7.267942,7.2481961,156.9583,217.06129,0.40220246,-4.7191591,721.79108
4.5963001,-6.859406,-0.52289391,-7.3957624,7.112196,156.95819,217.32623,0.4025436,-4.7185283,721.80676
4.5963998,-6.8598619,-0.52337551,-7.5162539,6.9691439,156.95808,217.59091,0.40288508,-4.7178969,721.82245
4.5964999,-6.8603182,-0.52385759,-7.6292973,6.8191819,156.95798,217.85532,0.40322691,-4.7172647,721.8382
4.5966001,-6.8607745,-0.52434015,-7.7347794,6.6624579,156.95787,218.11946,0.40356907,-4.7166319,721.85388
4.5966997,-6.8612318,-0.52482319,-7.8325963,6.4991279,156.95776,218.38333,0.40391153,-4.7159986,721.86957
4.5967999,-6.8616891,-0.5253067,-7.9226508,6.3293533,156.95766,218.64694,0.40425435,-4.7153649,721.88525
4.5969,-6.8621473,-0.52579063,-8.0048532,6.1533022,156.95755,218.91029,0.40459743,-4.7147303,721.90094
4.5970001,-6.8626056,-0.52627504,-8.0791225,5.971149,156.95744,219.17336,0.40494084,-4.7140956,721.91663
4.5970998,-6.8630643,-0.52675986,-8.1453838,5.7830744,156.95734,219.43616,0.40528458,-4.71346,721.93237
4.5971999,-6.8635235,-0.5272451,-8.2035732,5.5892644,156.95723,219.6987,0.40562859,-4.7128239,721.94806
4.5973001,-6.8639827,-0.5277307,-8.2536306,5.3899112,156.95712,219.96097,0.4059729,-4.7121868,721.96375
4.5973997,-6.8644428,-0.52821678,-8.2955074,5.1852126,156.95702,220.22298,0.4063175,-4.7115498,721.97943
4.5974998,-6.864903,-0.52870321,-8.3291616,4.9753709,156.95691,220.48471,0.40666237,-4.7109118,721.99512
4.5976,-6.8653636,-0.52919,-8.3545599,4.7605939,156.9568,220.74617,0.40700752,-4.7102737,722.0108
4.5977001,-6.8658247,-0.52967715,-8.3716774,4.5410953,156.9567,221.00737,0.40735295,-4.7096348,722.02655
4.5977998,-6.8662858,-0.53016472,-8.380496,4.3170919,156.9566,221.26831,0.40769863,-4.7089953,722.04224
4.5978999,-6.8667479,-0.53065258,-8.3810081,4.0888057,156.9565,221.52898,0.40804458,-4.7083559,722.05792
4.598,-6.8672099,-0.5311408,-8.3732119,3.856463,156.95639,221.78937,0.40839079,-4.7077155,722.07361
4.5981002,-6.8676724,-0.53162938,-8.3571148,3.6202939,156.95628,222.04951,0.40873724,-4.7070746,722.08929
4.5981998,-6.868135,-0.53211826,-8.3327341,3.380533,156.95619,222.30937,0.40908393,-4.7064338,722.10498
4.5983,-6.868598,-0.53260744,-8.3000927,3.1374173,156.95609,222.56897,0.40943089,-4.705792,722.12073
4.5984001,-6.8690615,-0.53309691,-8.259223,2.8911881,156.95598,222.82829,0.40977806,-4.7051501,722.13641
4.5984998,-6.8695254,-0.53358668,-8.210165,2.6420891,156.95587,223.08736,0.41012546,-4.7045074,722.1521
4.5985999,-6.8699894,-0.53407675,-8.1529684,2.3903677,156.95578,223.34616,0.41047308,-4.7038646,722.16779
4.5987,-6.8704538,-0.53456706,-8.0876884,2.1362729,156.95567,223.60469,0.41082093,-4.7032213,722.18347
4.5988002,-6.8709188,-0.5350576,-8.01439,1.880057,156.95558,223.86296,0.41116896,-4.7025776,722.19916
4.5988998,-6.8713837,-0.53554845,-7.9331465,1.6219735,156.95547,224.12097,0.41151723,-4.7019334,722.21484
4.599,-6.8718491,-0.53603953,-7.8440371,1.3622785,156.95538,224.37871,0.41186568,-4.7012892,722.23059
4.5991001,-6.8723145,-0.53653079,-7.7471509,1.1012292,156.95528,224.6362,0.41221434,-4.7006445,722.24628
4.5991998,-6.8727803,-0.53702229,-7.6425834,0.83908451,156.95518,224.8934,0.41256317,-4.6999993,722.26196
4.5992999,-6.8732467,-0.53751403,-7.5304379,0.57610428,156.95508,225.15036,0.41291219,-4.6993537,722.27765
4.5994,-6.873713,-0.53800595,-7.4108262,0.31254917,156.95499,225.40706,0.41326141,-4.6987081,722.29333
4.5995002,-6.8741794,-0.53849804,-7.2838664,0.048680451,156.95488,225.66348,0.41361079,-4.6980619,722.30902
4.5995998,-6.8746467,-0.53899032,-7.149684,-0.21524033,156.95479,225.91966,0.41396034,-4.6974154,722.32477
4.5997,-6.875114,-0.53948277,-7.0084119,-0.47895151,156.95468,226.17557,0.41431004,-4.6967688,722.34045
4.5998001,-6.8755813,-0.5399754,-6.8601904,-0.74219167,156.95459,226.43123,0.41465989,-4.6961217,722.35614
4.5998998,-6.876049,-0.54046816,-6.7051663,-1.0046999,156.9545,226.68661,0.41500989,-4.6954741,722.37183
4.5999999,-6.8765168,-0.54096103,-6.5434928,-1.2662159,156.95439,226.94176,0.41536006,-4.6948266,722.38751
