"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
30.9,293604.44,292343.94,293604.41,292684.78,293604.44,292557.72,293604.44,292487.69
31,293604.44,292367,293604.41,292702.44,293604.44,292577.38,293604.44,292508.62
31.1,293604.44,292389.66,293604.41,292719.75,293604.44,292596.66,293604.44,292529.19
31.200001,293604.44,292411.91,293604.41,292736.69,293604.44,292615.56,293604.44,292549.31
31.299999,293604.44,292433.72,293604.41,292753.31,293604.41,292634.09,293604.44,292569.09
31.4,293604.44,292455.16,293604.41,292769.59,293604.41,292652.28,293604.44,292588.47
31.5,293604.44,292476.16,293604.41,292785.53,293604.41,292670.09,293604.44,292607.47
31.6,293604.44,292496.78,293604.41,292801.16,293604.41,292687.56,293604.44,292626.09
31.700001,293604.44,292517.03,293604.41,292816.47,293604.41,292704.66,293604.44,292644.38
31.799999,293604.44,292536.88,293604.41,292831.47,293604.41,292721.44,293604.41,292662.28
31.9,293604.44,292556.34,293604.41,292846.16,293604.41,292737.91,293604.41,292679.84
32,293604.44,292575.47,293604.41,292860.53,293604.41,292754.03,293604.41,292697.06
32.099998,293604.44,292594.22,293604.41,292874.62,293604.41,292769.81,293604.41,292713.97
32.200001,293604.44,292612.59,293604.41,292888.44,293604.41,292785.31,293604.41,292730.5
32.299999,293604.44,292630.66,293604.41,292901.97,293604.41,292800.5,293604.41,292746.72
32.400002,293604.41,292648.34,293604.41,292915.22,293604.41,292815.38,293604.41,292762.62
32.5,293604.41,292665.69,293604.41,292928.22,293604.41,292829.97,293604.41,292778.22
32.599998,293604.41,292682.72,293604.41,292940.94,293604.41,292844.28,293604.41,292793.5
32.700001,293604.41,292699.41,293604.41,292953.41,293604.41,292858.31,293604.41,292808.5
32.799999,293604.41,292715.78,293604.41,292965.62,293604.41,292872.03,293604.41,292823.16
32.900002,293604.41,292731.84,293604.41,292977.59,293604.41,292885.53,293604.41,292837.56
33,293604.41,292747.59,293604.41,292989.31,293604.41,292898.72,293604.41,292851.69
33.099998,293604.41,292763.06,293604.41,293000.78,293604.41,292911.66,293604.41,292865.5
33.200001,293604.41,292778.22,293604.41,293012.06,293604.41,292924.34,293604.41,292879.06
33.299999,293604.41,292793.06,293604.41,293023.09,293604.41,292936.78,293604.41,292892.34
33.400002,293604.41,292807.66,293604.41,293033.88,293604.41,292949,293604.41,292905.38
33.5,293604.41,292821.94,293604.38,293044.47,293604.41,292960.94,293604.41,292918.16
33.599998,293604.41,292835.97,293604.38,293054.88,293604.41,292972.66,293604.41,292930.69
33.700001,293604.41,292849.72,293604.38,293065.03,293604.41,292984.16,293604.41,292942.97
33.799999,293604.41,292863.19,293604.38,293075,293604.41,292995.44,293604.41,292955
33.900002,293604.41,292876.44,293604.38,293084.78,293604.41,293006.47,293604.41,292966.78
34,293604.41,292889.41,293604.38,293094.38,293604.41,293017.31,293604.41,292978.34
34.099998,293604.41,292902.12,293604.38,293103.75,293604.38,293027.94,293604.41,292989.69
34.200001,293604.41,292914.62,293604.38,293112.97,293604.38,293038.38,293604.41,293000.81
34.299999,293604.41,292926.84,293604.38,293122,293604.38,293048.59,293604.41,293011.72
34.400002,293604.41,292938.88,293604.38,293130.84,293604.38,293058.59,293604.41,293022.41
34.5,293604.41,292950.66,293604.38,293139.53,293604.38,293068.44,293604.41,293032.88
34.599998,293604.41,292962.22,293604.38,293148.03,293604.38,293078.06,293604.38,293043.16
34.700001,293604.41,292973.53,293604.38,293156.38,293604.38,293087.53,293604.38,293053.22
34.799999,293604.41,292984.66,293604.38,293164.53,293604.38,293096.78,293604.38,293063.09
34.900002,293604.41,292995.56,293604.38,293172.56,293604.38,293105.91,293604.38,293072.81
35,293604.41,293006.28,293604.38,293180.44,293604.38,293114.81,293604.38,293082.31
35.099998,293604.41,293016.78,293604.38,293188.16,293604.38,293123.56,293604.38,293091.62
35.200001,293604.38,293027.09,293604.38,293195.72,293604.38,293132.16,293604.38,293100.78
35.299999,293604.38,293037.19,293604.38,293203.16,293604.38,293140.59,293604.38,293109.75
35.400002,293604.38,293047.12,293604.38,293210.44,293604.38,293148.88,293604.38,293118.56
35.5,293604.38,293056.88,293604.38,293217.56,293604.38,293156.97,293604.38,293127.19
35.599998,293604.38,293066.41,293604.38,293224.59,293604.38,293164.94,293604.38,293135.66
35.700001,293604.38,293075.78,293604.38,293231.47,293604.38,293172.75,293604.38,293143.97
35.799999,293604.38,293085,293604.38,293238.22,293604.38,293180.44,293604.38,293152.12
35.900002,293604.38,293094.03,293604.38,293244.84,293604.38,293187.97,293604.38,293160.12
36,293604.38,293102.91,293604.38,293251.34,293604.38,293195.34,293604.38,293167.97
36.099998,293604.38,293111.59,293604.38,293257.72,293604.38,293202.59,293604.38,293175.69
36.200001,293604.38,293120.16,293604.38,293263.97,293604.38,293209.72,293604.38,293183.25
36.299999,293604.38,293128.53,293604.38,293270.09,293604.38,293216.72,293604.38,293190.66
36.400002,293604.38,293136.78,293604.38,293276.12,293604.38,293223.56,293604.38,293197.94
36.5,293604.38,293144.84,293604.38,293282.06,293604.38,293230.31,293604.38,293205.09
36.599998,293604.38,293152.78,293604.38,293287.84,293604.38,293236.91,293604.38,293212.12
36.700001,293604.38,293160.59,293604.38,293293.56,293604.38,293243.41,293604.38,293219
36.799999,293604.38,293168.25,293604.38,293299.16,293604.38,293249.78,293604.38,293225.78
36.900002,293604.38,293175.75,293604.38,293304.66,293604.38,293256.03,293604.38,293232.41
37,293604.38,293183.12,293604.38,293310.03,293604.38,293262.19,293604.38,293238.94
37.099998,293604.38,293190.38,293604.38,293315.34,293604.38,293268.22,293604.38,293245.34
37.200001,293604.38,293197.5,293604.38,293320.53,293604.38,293274.16,293604.38,293251.62
37.299999,293604.38,293204.5,293604.38,293325.62,293604.38,293279.97,293604.38,293257.81
37.400002,293604.38,293211.38,293604.38,293330.66,293604.38,293285.69,293604.38,293263.88
37.5,293604.38,293218.12,293604.38,293335.56,293604.38,293291.31,293604.38,293269.81
37.599998,293604.38,293224.75,293604.38,293340.41,293604.38,293296.84,293604.38,293275.66
37.700001,293604.38,293231.28,293604.38,293345.16,293604.38,293302.25,293604.38,293281.41
37.799999,293604.38,293237.66,293604.38,293349.81,293604.38,293307.59,293604.38,293287.06
37.900002,293604.38,293243.97,293604.38,293354.41,293604.38,293312.81,293604.38,293292.59
38,293604.38,293250.12,293604.38,293358.88,293604.38,293317.97,293604.38,293298.06
38.099998,293604.38,293256.22,293604.38,293363.31,293604.38,293323,293604.38,293303.41
38.200001,293604.38,293262.19,293604.38,293367.66,293604.38,293327.97,293604.38,293308.66
38.299999,293604.38,293268.03,293604.38,293371.91,293604.38,293332.84,293604.38,293313.84
38.400002,293604.38,293273.81,293604.38,293376.09,293604.38,293337.62,293604.38,293318.91
38.5,293604.38,293279.47,293604.38,293380.19,293604.38,293342.34,293604.38,293323.91
38.599998,293604.38,293285.03,293604.38,293384.25,293604.38,293346.97,293604.38,293328.78
38.700001,293604.38,293290.5,293604.38,293388.19,293604.38,293351.5,293604.38,293333.59
38.799999,293604.38,293295.88,293604.38,293392.09,293604.38,293355.97,293604.38,293338.34
38.900002,293604.38,293301.16,293604.38,293395.91,293604.38,293360.34,293604.38,293343
39,293604.38,293306.38,293604.38,293399.69,293604.38,293364.66,293604.38,293347.56
39.099998,293604.38,293311.47,293604.38,293403.38,293604.38,293368.88,293604.38,293352.03
39.200001,293604.38,293316.5,293604.34,293407,293604.38,293373.03,293604.38,293356.44
39.299999,293604.38,293321.41,293604.34,293410.56,293604.38,293377.12,293604.38,293360.78
39.400002,293604.38,293326.25,293604.34,293414.06,293604.38,293381.16,293604.38,293365.03
39.5,293604.38,293331.03,293604.34,293417.47,293604.38,293385.09,293604.38,293369.22
39.599998,293604.38,293335.69,293604.34,293420.84,293604.38,293388.97,293604.38,293373.31
39.700001,293604.38,293340.28,293604.34,293424.16,293604.38,293392.78,293604.38,293377.34
39.799999,293604.38,293344.81,293604.34,293427.41,293604.38,293396.5,293604.38,293381.31
39.900002,293604.38,293349.25,293604.34,293430.62,293604.38,293400.19,293604.38,293385.22
40,293604.38,293353.59,293604.34,293433.75,293604.34,293403.78,293604.38,293389.03
40.099998,293604.38,293357.91,293604.34,293436.84,293604.34,293407.34,293604.38,293392.81
40.200001,293604.38,293362.12,293604.34,293439.84,293604.34,293410.81,293604.38,293396.5
40.299999,293604.38,293366.28,293604.34,293442.84,293604.34,293414.25,293604.38,293400.12
40.400002,293604.38,293370.34,293604.34,293445.75,293604.34,293417.62,293604.38,293403.72
40.5,293604.38,293374.38,293604.34,293448.62,293604.34,293420.91,293604.34,293407.22
40.599998,293604.38,293378.31,293604.34,293451.44,293604.34,293424.16,293604.34,293410.69
40.700001,293604.38,293382.19,293604.34,293454.22,293604.34,293427.38,293604.34,293414.06
40.799999,293604.38,293386,293604.34,293456.94,293604.34,293430.5,293604.34,293417.41
40.900002,293604.38,293389.75,293604.34,293459.59,293604.34,293433.59,293604.34,293420.69
41,293604.38,293393.41,293604.34,293462.22,293604.34,293436.62,293604.34,293423.91
41.099998,293604.38,293397.03,293604.34,293464.81,293604.34,293439.59,293604.34,293427.06
41.200001,293604.38,293400.59,293604.34,293467.34,293604.34,293442.53,293604.34,293430.16
41.299999,293604.34,293404.09,293604.34,293469.81,293604.34,293445.41,293604.34,293433.22
41.400002,293604.34,293407.53,293604.34,293472.25,293604.34,293448.22,293604.34,293436.22
41.5,293604.34,293410.94,293604.34,293474.66,293604.34,293451,293604.34,293439.19
41.599998,293604.34,293414.25,293604.34,293477.03,293604.34,293453.72,293604.34,293442.09
41.700001,293604.34,293417.53,293604.34,293479.34,293604.34,293456.41,293604.34,293444.94
41.799999,293604.34,293420.75,293604.34,293481.59,293604.34,293459.03,293604.34,293447.75
41.900002,293604.34,293423.91,293604.34,293483.84,293604.34,293461.62,293604.34,293450.5
42,293604.34,293427,293604.34,293486.03,293604.34,293464.16,293604.34,293453.19
42.099998,293604.34,293430.06,293604.34,293488.16,293604.34,293466.66,293604.34,293455.84
42.200001,293604.34,293433.06,293604.34,293490.28,293604.34,293469.12,293604.34,293458.47
42.299999,293604.34,293436,293604.34,293492.34,293604.34,293471.53,293604.34,293461.03
42.400002,293604.34,293438.91,293604.34,293494.41,293604.34,293473.91,293604.34,293463.56
42.5,293604.34,293441.78,293604.34,293496.41,293604.34,293476.22,293604.34,293466.03
42.599998,293604.34,293444.56,293604.34,293498.38,293604.34,293478.5,293604.34,293468.5
42.700001,293604.34,293447.34,293604.34,293500.28,293604.34,293480.75,293604.34,293470.88
42.799999,293604.34,293450.06,293604.34,293502.19,293604.34,293482.97,293604.34,293473.25
42.900002,293604.34,293452.72,293604.34,293504.06,293604.34,293485.12,293604.34,293475.56
43,293604.34,293455.34,293604.34,293505.88,293604.34,293487.25,293604.34,293477.84
43.099998,293604.34,293457.94,293604.34,293507.69,293604.34,293489.38,293604.34,293480.09
43.200001,293604.34,293460.47,293604.34,293509.44,293604.34,293491.44,293604.34,293482.28
43.299999,293604.34,293462.97,293604.34,293511.19,293604.34,293493.44,293604.34,293484.44
43.400002,293604.34,293465.41,293604.34,293512.88,293604.34,293495.44,293604.34,293486.56
43.5,293604.34,293467.81,293604.34,293514.53,293604.34,293497.38,293604.34,293488.66
43.599998,293604.34,293470.19,293604.34,293516.19,293604.34,293499.28,293604.34,293490.72
43.700001,293604.34,293472.53,293604.34,293517.78,293604.34,293501.19,293604.34,293492.72
43.799999,293604.34,293474.81,293604.34,293519.38,293604.34,293503.03,293604.34,293494.69
43.900002,293604.34,293477.06,293604.34,293520.91,293604.34,293504.84,293604.34,293496.66
44,293604.34,293479.28,293604.34,293522.44,293604.34,293506.62,293604.34,293498.56
44.099998,293604.34,293481.47,293604.34,293523.94,293604.34,293508.38,293604.34,293500.44
44.200001,293604.34,293483.59,293604.34,293525.41,293604.34,293510.09,293604.34,293502.28
44.299999,293604.34,293485.69,293604.34,293526.84,293604.34,293511.78,293604.34,293504.09
44.400002,293604.34,293487.78,293604.34,293528.25,293604.34,293513.47,293604.34,293505.88
44.5,293604.34,293489.81,293604.34,293529.66,293604.34,293515.09,293604.34,293507.66
44.599998,293604.34,293491.81,293604.34,293531.03,293604.34,293516.69,293604.34,293509.38
44.700001,293604.34,293493.78,293604.34,293532.38,293604.34,293518.28,293604.34,293511.06
44.799999,293604.34,293495.72,293604.34,293533.69,293604.34,293519.81,293604.34,293512.72
44.900002,293604.34,293497.62,293604.34,293534.97,293604.34,293521.34,293604.34,293514.38
45,293604.34,293499.47,293604.34,293536.25,293604.34,293522.84,293604.34,293515.97
45.099998,293604.34,293501.31,293604.34,293537.5,293604.34,293524.31,293604.34,293517.56
45.200001,293604.34,293503.12,293604.34,293538.72,293604.34,293525.75,293604.34,293519.09
45.299999,293604.34,293504.91,293604.34,293539.91,293604.34,293527.16,293604.34,293520.62
45.400002,293604.34,293506.66,293604.34,293541.09,293604.34,293528.56,293604.34,293522.12
45.5,293604.34,293508.38,293604.34,293542.25,293604.34,293529.94,293604.34,293523.59
45.599998,293604.34,293510.03,293604.34,293543.38,293604.34,293531.28,293604.34,293525.03
45.700001,293604.34,293511.69,293604.34,293544.5,293604.34,293532.59,293604.34,293526.47
45.799999,293604.34,293513.34,293604.34,293545.59,293604.34,293533.88,293604.34,293527.84
45.900002,293604.34,293514.94,293604.34,293546.66,293604.34,293535.16,293604.34,293529.22
46,293604.34,293516.5,293604.34,293547.72,293604.34,293536.41,293604.34,293530.56
46.099998,293604.34,293518.06,293604.34,293548.75,293604.34,293537.62,293604.34,293531.88
46.200001,293604.34,293519.56,293604.34,293549.78,293604.34,293538.84,293604.34,293533.19
46.299999,293604.34,293521.06,293604.34,293550.78,293604.34,293540.03,293604.34,293534.47
46.400002,293604.34,293522.53,293604.34,293551.75,293604.34,293541.19,293604.34,293535.72
46.5,293604.34,293523.97,293604.34,293552.72,293604.34,293542.31,293604.34,293536.94
46.599998,293604.34,293525.41,293604.34,293553.66,293604.34,293543.44,293604.34,293538.16
46.700001,293604.34,293526.78,293604.34,293554.59,293604.34,293544.53,293604.34,293539.34
46.799999,293604.34,293528.16,293604.34,293555.5,293604.34,293545.62,293604.34,293540.5
46.900002,293604.34,293529.5,293604.34,293556.38,293604.34,293546.69,293604.34,293541.66
47,293604.34,293530.81,293604.34,293557.25,293604.34,293547.72,293604.34,293542.78
47.099998,293604.34,293532.12,293604.34,293558.12,293604.34,293548.75,293604.34,293543.88
47.200001,293604.34,293533.41,293604.34,293558.97,293604.34,293549.75,293604.34,293544.97
47.299999,293604.34,293534.66,293604.34,293559.81,293604.34,293550.75,293604.34,293546.03
47.400002,293604.34,293535.88,293604.34,293560.62,293604.34,293551.72,293604.34,293547.09
47.5,293604.34,293537.09,293604.34,293561.41,293604.34,293552.66,293604.34,293548.12
47.599998,293604.34,293538.28,293604.34,293562.19,293604.34,293553.59,293604.34,293549.12
47.700001,293604.34,293539.47,293604.34,293562.97,293604.34,293554.53,293604.34,293550.12
47.799999,293604.34,293540.59,293604.34,293563.72,293604.34,293555.44,293604.34,293551.09
47.900002,293604.34,293541.75,293604.34,293564.47,293604.34,293556.31,293604.34,293552.06
48,293604.34,293542.84,293604.34,293565.19,293604.34,293557.19,293604.34,293553
48.099998,293604.34,293543.94,293604.34,293565.91,293604.34,293558.03,293604.34,293553.91
48.200001,293604.34,293545,293604.34,293566.59,293604.34,293558.88,293604.34,293554.81
48.299999,293604.34,293546.06,293604.34,293567.28,293604.34,293559.69,293604.34,293555.72
48.400002,293604.34,293547.09,293604.34,293567.97,293604.34,293560.5,293604.34,293556.59
48.5,293604.34,293548.09,293604.34,293568.62,293604.34,293561.28,293604.34,293557.44
48.599998,293604.34,293549.09,293604.34,293569.28,293604.34,293562.06,293604.34,293558.28
48.700001,293604.34,293550.09,293604.34,293569.91,293604.34,293562.84,293604.34,293559.12
48.799999,293604.34,293551.06,293604.34,293570.56,293604.34,293563.59,293604.34,293559.94
48.900002,293604.34,293552,293604.34,293571.16,293604.34,293564.31,293604.34,293560.72
49,293604.34,293552.94,293604.34,293571.75,293604.34,293565.06,293604.34,293561.5
49.099998,293604.34,293553.84,293604.34,293572.34,293604.34,293565.75,293604.34,293562.28
49.200001,293604.34,293554.75,293604.34,293572.94,293604.34,293566.47,293604.34,293563.03
49.299999,293604.34,293555.62,293604.34,293573.5,293604.34,293567.16,293604.34,293563.78
49.400002,293604.34,293556.5,293604.34,293574.06,293604.34,293567.81,293604.34,293564.5
49.5,293604.34,293557.34,293604.34,293574.62,293604.34,293568.47,293604.34,293565.22
49.599998,293604.34,293558.19,293604.34,293575.16,293604.34,293569.12,293604.34,293565.94
49.700001,293604.34,293559,293604.34,293575.69,293604.34,293569.75,293604.34,293566.62
49.799999,293604.34,293559.81,293604.34,293576.19,293604.34,293570.38,293604.34,293567.31
49.900002,293604.34,293560.59,293604.34,293576.69,293604.34,293571,293604.34,293567.97
50,293604.34,293561.38,293604.34,293577.19,293604.34,293571.59,293604.34,293568.62
50.099998,293604.34,293562.16,293604.34,293577.69,293604.34,293572.19,293604.34,293569.28
50.200001,293604.34,293562.91,293604.34,293578.16,293604.34,293572.78,293604.34,293569.91
50.299999,293604.34,293563.62,293604.34,293578.62,293604.34,293573.34,293604.34,293570.53
50.400002,293604.34,293564.34,293604.34,293579.09,293604.34,293573.91,293604.34,293571.12
50.5,293604.34,293565.06,293604.34,293579.53,293604.34,293574.44,293604.34,293571.72
50.599998,293604.34,293565.78,293604.34,293579.97,293604.34,293574.97,293604.34,293572.31
50.700001,293604.34,293566.47,293604.34,293580.41,293604.34,293575.5,293604.34,293572.88
50.799999,293604.34,293567.12,293604.34,293580.84,293604.34,293576.03,293604.34,293573.44
50.900002,293604.34,293567.78,293604.34,293581.25,293604.34,293576.53,293604.34,293574
51,293604.34,293568.44,293604.34,293581.66,293604.34,293577.03,293604.34,293574.53
51.099998,293604.34,293569.09,293604.34,293582.06,293604.34,293577.5,293604.34,293575.09
51.200001,293604.34,293569.72,293604.34,293582.47,293604.34,293578,293604.34,293575.59
51.299999,293604.34,293570.34,293604.34,293582.84,293604.34,293578.47,293604.34,293576.12
51.400002,293604.34,293570.94,293604.34,293583.22,293604.34,293578.94,293604.34,293576.62
51.5,293604.34,293571.53,293604.34,293583.59,293604.34,293579.38,293604.34,293577.12
51.599998,293604.34,293572.12,293604.34,293583.97,293604.34,293579.81,293604.34,293577.59
51.700001,293604.34,293572.69,293604.34,293584.31,293604.34,293580.25,293604.34,293578.09
